cluster_id,transform_name,edge,leg,status,fail_type,fail_msg,ddg_estimate,ddg_uncertainty,result_location,wall_clock_s,gpu_name,gpu_capability,gpu_memory_mb,server,slot,num_job_starts,exit_code,wall_clock_h
311,rbfe_OADMET-0006397_complex_OADMET-0006295_complex,rbfe_OADMET-0006397_OADMET-0006295,complex,FAILED,SimulationNaNError,"Propagating replica 0 at state 0 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,1953,NVIDIA H200,9.0,143158,dbrundage-chtcgpu5000.chtc.wisc.edu,backfill1_3@dbrundage-chtcgpu5000.chtc.wisc.edu,11,1,0.5425
311,rbfe_OADMET-0006397_complex_OADMET-0006314_complex,rbfe_OADMET-0006397_OADMET-0006314,complex,FAILED,SimulationNaNError,"Propagating replica 0 at state 0 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,3,NVIDIA L40,8.9,45468,gpu4002.chtc.wisc.edu,slot1_2@gpu4002.chtc.wisc.edu,11,2,0.0008333333333333334
311,rbfe_OADMET-0006397_solvent_OADMET-0006107_solvent,rbfe_OADMET-0006397_OADMET-0006107,solvent,COMPLETED,,,-91.80706962225314,0.0,inner,3271,NVIDIA A100-SXM4-40GB,8.0,40442,gpulab2004.chtc.wisc.edu,slot2_3@gpulab2004.chtc.wisc.edu,1,0,0.9086111111111111
311,rbfe_OADMET-0006397_solvent_OADMET-0006295_solvent,rbfe_OADMET-0006397_OADMET-0006295,solvent,COMPLETED,,,-34.30857816988223,0.0,top,3555,NVIDIA H100 80GB HBM3,9.0,81089,txie-dsigpu4000.chtc.wisc.edu,backfill1_1@txie-dsigpu4000.chtc.wisc.edu,1,0,0.9875
311,rbfe_OADMET-0006397_solvent_OADMET-0006314_solvent,rbfe_OADMET-0006397_OADMET-0006314,solvent,COMPLETED,,,19.99749476021917,0.0,inner,4756,Tesla V100-PCIE-16GB,7.0,16144,glidein_4154531_153111328@mendel-g0002.mendel.sdmz.amnh.org,slot1_1@glidein_4154531_153111328@mendel-g0002.mendel.sdmz.amnh.org,1,0,1.3211111111111111
311,rbfe_OADMET-0006423_complex_OADMET-0006109_complex,rbfe_OADMET-0006423_OADMET-0006109,complex,FAILED,SimulationNaNError,"Propagating replica 0 at state 0 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,1622,NVIDIA GeForce RTX 2080 Ti,7.5,11004,vetsigian0001.chtc.wisc.edu,slot2_3@vetsigian0001.chtc.wisc.edu,11,1,0.45055555555555554
311,rbfe_OADMET-0006423_solvent_OADMET-0006109_solvent,rbfe_OADMET-0006423_OADMET-0006109,solvent,COMPLETED,,,-3.4521699103384167,0.0,top,2475,NVIDIA GeForce RTX 2080 Ti,7.5,10823,gpulab2003.chtc.wisc.edu,slot2_4@gpulab2003.chtc.wisc.edu,11,2,0.6875
311,rbfe_OADMET-0006516_complex_OADMET-0006314_complex,rbfe_OADMET-0006516_OADMET-0006314,complex,FAILED,SimulationNaNError,"Propagating replica 0 at state 0 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,4,Quadro RTX 6000,7.5,22684,glidein_1740700_33992350@qa-rtx6k-030.crc.nd.edu,slot1_1@glidein_1740700_33992350@qa-rtx6k-030.crc.nd.edu,11,2,0.0011111111111111111
311,rbfe_OADMET-0006516_solvent_OADMET-0006314_solvent,rbfe_OADMET-0006516_OADMET-0006314,solvent,COMPLETED,,,46.48041886062754,0.0,inner,2570,NVIDIA H100 80GB HBM3,9.0,81089,gpu4003.chtc.wisc.edu,slot2_8@gpu4003.chtc.wisc.edu,1,0,0.7138888888888889
311,rbfe_OADMET-0006575_complex_OADMET-0006178_complex,rbfe_OADMET-0006575_OADMET-0006178,complex,FAILED,SimulationNaNError,"Propagating replica 0 at state 0 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,5,NVIDIA RTX A5000,8.6,24361,glidein_795025_64906636@gpu07,slot1_3@glidein_795025_64906636@gpu07,11,2,0.001388888888888889
311,rbfe_OADMET-0006575_complex_OADMET-0006423_complex,rbfe_OADMET-0006575_OADMET-0006423,complex,FAILED,SimulationNaNError,"Propagating replica 0 at state 0 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,3,NVIDIA L40S,8.9,45460,zliu-chtcgpu5000.chtc.wisc.edu,backfill1_1@zliu-chtcgpu5000.chtc.wisc.edu,11,2,0.0008333333333333334
311,rbfe_OADMET-0006575_solvent_OADMET-0006178_solvent,rbfe_OADMET-0006575_OADMET-0006178,solvent,COMPLETED,,,-6.836850819597057,0.0,inner,3450,NVIDIA H100 80GB HBM3,9.0,81110,Colgate-CCARE-EP.3dd51df4d4e0,slot1_2@Colgate-CCARE-EP.3dd51df4d4e0,1,0,0.9583333333333334
311,rbfe_OADMET-0006575_solvent_OADMET-0006423_solvent,rbfe_OADMET-0006575_OADMET-0006423,solvent,COMPLETED,,,-3.8779900341322677,0.0,inner,3412,NVIDIA GeForce RTX 2080 Ti,7.5,10823,gpulab2003.chtc.wisc.edu,slot2_3@gpulab2003.chtc.wisc.edu,1,0,0.9477777777777778
311,rbfe_OCNT-2315209_complex_OADMET-0006178_complex,rbfe_OCNT-2315209_OADMET-0006178,complex,FAILED,SimulationNaNError,"Propagating replica 0 at state 0 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,6,NVIDIA L40S,8.9,45468,mrudolphgpu4001.chtc.wisc.edu,backfill1_4@mrudolphgpu4001.chtc.wisc.edu,11,2,0.0016666666666666668
311,rbfe_OCNT-2315209_solvent_OADMET-0006178_solvent,rbfe_OCNT-2315209_OADMET-0006178,solvent,COMPLETED,,,-40.049150534903085,0.0,inner,3034,NVIDIA A100-SXM4-80GB,8.0,81154,gpu2005.chtc.wisc.edu,slot2_4@gpu2005.chtc.wisc.edu,1,0,0.8427777777777777
317,rbfe_OADMET-0006353_complex_OADMET-0006526_complex,rbfe_OADMET-0006353_OADMET-0006526,complex,COMPLETED,,,-79.99303587152933,0.0,top,8561,NVIDIA L40S,8.9,45460,zliu-chtcgpu5000.chtc.wisc.edu,backfill1_6@zliu-chtcgpu5000.chtc.wisc.edu,11,2,2.3780555555555556
317,rbfe_OADMET-0006353_solvent_OADMET-0006526_solvent,rbfe_OADMET-0006353_OADMET-0006526,solvent,COMPLETED,,,-78.24295816994248,0.0,inner,2472,NVIDIA H200,9.0,143166,mrudolphgpu4000.chtc.wisc.edu,backfill1_3@mrudolphgpu4000.chtc.wisc.edu,1,0,0.6866666666666666
317,rbfe_OADMET-0006526_complex_OADMET-0006289_complex,rbfe_OADMET-0006526_OADMET-0006289,complex,COMPLETED,,,13.825329001925242,0.0,inner,9561,NVIDIA H200,9.0,143158,dbrundage-chtcgpu5000.chtc.wisc.edu,backfill1_3@dbrundage-chtcgpu5000.chtc.wisc.edu,1,0,2.6558333333333333
317,rbfe_OADMET-0006526_solvent_OADMET-0006289_solvent,rbfe_OADMET-0006526_OADMET-0006289,solvent,COMPLETED,,,16.64430347105435,0.0,inner,2502,NVIDIA H200,9.0,143166,gpu4004.chtc.wisc.edu,backfill1_4@gpu4004.chtc.wisc.edu,1,0,0.695
317,rbfe_OADMET-0006571_complex_OADMET-0006353_complex,rbfe_OADMET-0006571_OADMET-0006353,complex,COMPLETED,,,88.14902926569236,0.0,inner,8711,NVIDIA L40S,8.9,45460,zliu-chtcgpu5000.chtc.wisc.edu,backfill1_4@zliu-chtcgpu5000.chtc.wisc.edu,1,0,2.419722222222222
317,rbfe_OADMET-0006571_solvent_OADMET-0006353_solvent,rbfe_OADMET-0006571_OADMET-0006353,solvent,COMPLETED,,,83.55987218698147,0.0,inner,3362,NVIDIA A40,8.6,45739,glidein_1545382_715862460@gpu01,slot1_2@glidein_1545382_715862460@gpu01,1,0,0.9338888888888889
317,rbfe_OCNT-2312865_complex_OADMET-0006353_complex,rbfe_OCNT-2312865_OADMET-0006353,complex,COMPLETED,,,40.694678061911844,0.0,top,15415,NVIDIA L40,8.9,45468,gpu4002.chtc.wisc.edu,slot1_2@gpu4002.chtc.wisc.edu,11,2,4.281944444444444
317,rbfe_OCNT-2312865_solvent_OADMET-0006353_solvent,rbfe_OCNT-2312865_OADMET-0006353,solvent,COMPLETED,,,36.549656872702364,0.0,inner,3086,NVIDIA L40,8.9,45468,dsigpu4001.chtc.wisc.edu,slot2_8@dsigpu4001.chtc.wisc.edu,1,0,0.8572222222222222
323,rbfe_OADMET-0006283_complex_OCNT-2317888_complex,rbfe_OADMET-0006283_OCNT-2317888,complex,COMPLETED,,,15.722030782015452,0.0,inner,11685,NVIDIA GeForce RTX 2080 Ti,7.5,11004,ahlquist0000.chtc.wisc.edu,backfill1_5@ahlquist0000.chtc.wisc.edu,1,0,3.245833333333333
323,rbfe_OADMET-0006283_solvent_OCNT-2317888_solvent,rbfe_OADMET-0006283_OCNT-2317888,solvent,COMPLETED,,,15.650318386800864,0.0,top,3350,NVIDIA L40,8.9,45468,gpu4002.chtc.wisc.edu,slot1_2@gpu4002.chtc.wisc.edu,11,2,0.9305555555555556
331,rbfe_OADMET-0006292_complex_OADMET-0006275_complex,rbfe_OADMET-0006292_OADMET-0006275,complex,FAILED,SimulationNaNError,"Propagating replica 0 at state 0 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,3,NVIDIA L40S,8.9,45468,amuraligpu4000.chtc.wisc.edu,backfill1_6@amuraligpu4000.chtc.wisc.edu,11,2,0.0008333333333333334
331,rbfe_OADMET-0006292_complex_OADMET-0006288_complex,rbfe_OADMET-0006292_OADMET-0006288,complex,FAILED,SimulationNaNError,"Propagating replica 0 at state 0 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,2488,NVIDIA A100-SXM4-40GB,8.0,40442,mcdanielgpu4001.chtc.wisc.edu,backfill1_1@mcdanielgpu4001.chtc.wisc.edu,11,1,0.6911111111111111
331,rbfe_OADMET-0006292_solvent_OADMET-0006275_solvent,rbfe_OADMET-0006292_OADMET-0006275,solvent,COMPLETED,,,11.491734820748203,0.0,inner,3943,NVIDIA A100-SXM4-40GB,8.0,40442,coba2000.chtc.wisc.edu,backfill1_3@coba2000.chtc.wisc.edu,1,0,1.0952777777777778
331,rbfe_OADMET-0006292_solvent_OADMET-0006288_solvent,rbfe_OADMET-0006292_OADMET-0006288,solvent,COMPLETED,,,5.757675846346202,0.0,inner,2262,NVIDIA L40S,8.9,45460,zliu-chtcgpu5000.chtc.wisc.edu,backfill1_6@zliu-chtcgpu5000.chtc.wisc.edu,1,0,0.6283333333333333
331,rbfe_OADMET-0006318_complex_OADMET-0006288_complex,rbfe_OADMET-0006318_OADMET-0006288,complex,FAILED,SimulationNaNError,"Propagating replica 0 at state 0 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,4,NVIDIA A100-SXM4-40GB,8.0,40442,coba2000.chtc.wisc.edu,backfill1_4@coba2000.chtc.wisc.edu,11,2,0.0011111111111111111
331,rbfe_OADMET-0006318_solvent_OADMET-0006288_solvent,rbfe_OADMET-0006318_OADMET-0006288,solvent,COMPLETED,,,-1.1864547076988492,0.0,inner,2197,NVIDIA L40S,8.9,45468,blengerichgpu4000.chtc.wisc.edu,backfill1_5@blengerichgpu4000.chtc.wisc.edu,1,0,0.6102777777777778
331,rbfe_OADMET-0006385_complex_OADMET-0006292_complex,rbfe_OADMET-0006385_OADMET-0006292,complex,FAILED,SimulationNaNError,"Propagating replica 0 at state 0 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,4,NVIDIA L40S,8.9,45468,blengerichgpu4000.chtc.wisc.edu,backfill1_4@blengerichgpu4000.chtc.wisc.edu,11,2,0.0011111111111111111
331,rbfe_OADMET-0006385_complex_OADMET-0006306_complex,rbfe_OADMET-0006385_OADMET-0006306,complex,FAILED,SimulationNaNError,"Propagating replica 0 at state 0 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,2085,NVIDIA RTX A5000,8.6,24361,glidein_431261_919144743@gpu08,slot1_4@glidein_431261_919144743@gpu08,11,1,0.5791666666666667
331,rbfe_OADMET-0006385_solvent_OADMET-0006292_solvent,rbfe_OADMET-0006385_OADMET-0006292,solvent,COMPLETED,,,-1.6049725840004065,0.0,inner,2690,NVIDIA H100 80GB HBM3,9.0,81089,gpu4003.chtc.wisc.edu,slot2_2@gpu4003.chtc.wisc.edu,1,0,0.7472222222222222
331,rbfe_OADMET-0006385_solvent_OADMET-0006306_solvent,rbfe_OADMET-0006385_OADMET-0006306,solvent,COMPLETED,,,1.5577681364410074,0.0,inner,3949,NVIDIA A100-SXM4-80GB MIG 3g.40gb,8.0,40100,gpu2011.chtc.wisc.edu,slot2_1@gpu2011.chtc.wisc.edu,1,0,1.0969444444444445
331,rbfe_OADMET-0006401_complex_OADMET-0006208_complex,rbfe_OADMET-0006401_OADMET-0006208,complex,FAILED,SimulationNaNError,"Propagating replica 0 at state 0 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,3293,NVIDIA H200,9.0,143158,dbrundage-chtcgpu5000.chtc.wisc.edu,backfill1_3@dbrundage-chtcgpu5000.chtc.wisc.edu,11,1,0.9147222222222222
331,rbfe_OADMET-0006401_solvent_OADMET-0006208_solvent,rbfe_OADMET-0006401_OADMET-0006208,solvent,COMPLETED,,,-31.009003319885316,0.0,inner,3341,NVIDIA GeForce RTX 2080 Ti,7.5,11004,ahlquist0000.chtc.wisc.edu,backfill1_2@ahlquist0000.chtc.wisc.edu,1,0,0.9280555555555555
331,rbfe_OADMET-0006525_complex_OADMET-0006292_complex,rbfe_OADMET-0006525_OADMET-0006292,complex,FAILED,SimulationNaNError,"Propagating replica 0 at state 0 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,3013,NVIDIA L40,8.9,45468,jcaicedogpu0000.chtc.wisc.edu,backfill1_1@jcaicedogpu0000.chtc.wisc.edu,11,1,0.8369444444444445
331,rbfe_OADMET-0006525_complex_OADMET-0006401_complex,rbfe_OADMET-0006525_OADMET-0006401,complex,FAILED,SimulationNaNError,"Propagating replica 0 at state 0 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,4,NVIDIA L40S,8.9,45460,zliu-chtcgpu5000.chtc.wisc.edu,backfill1_2@zliu-chtcgpu5000.chtc.wisc.edu,11,2,0.0011111111111111111
331,rbfe_OADMET-0006525_solvent_OADMET-0006292_solvent,rbfe_OADMET-0006525_OADMET-0006292,solvent,COMPLETED,,,41.211351399208844,0.0,top,2951,NVIDIA L40,8.9,45468,gpu4002.chtc.wisc.edu,slot1_2@gpu4002.chtc.wisc.edu,11,2,0.8197222222222222
331,rbfe_OADMET-0006525_solvent_OADMET-0006401_solvent,rbfe_OADMET-0006525_OADMET-0006401,solvent,COMPLETED,,,6.929133023512689,0.0,inner,3387,NVIDIA A100 80GB PCIe,8.0,81153,glidein_835639_198096200@rails15,slot1_4@glidein_835639_198096200@rails15,1,0,0.9408333333333333
331,rbfe_OADMET-0006547_complex_OADMET-0006525_complex,rbfe_OADMET-0006547_OADMET-0006525,complex,FAILED,SimulationNaNError,"Propagating replica 0 at state 0 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,3,NVIDIA H100 80GB HBM3,9.0,81081,glidein_2626835_365211279@rails05,slot1_1@glidein_2626835_365211279@rails05,11,2,0.0008333333333333334
331,rbfe_OADMET-0006547_solvent_OADMET-0006525_solvent,rbfe_OADMET-0006547_OADMET-0006525,solvent,COMPLETED,,,-35.362966143369256,0.0,inner,2252,NVIDIA L40S,8.9,45460,zliu-chtcgpu5000.chtc.wisc.edu,backfill1_3@zliu-chtcgpu5000.chtc.wisc.edu,1,0,0.6255555555555555
331,rbfe_OCNT-2309093_complex_OADMET-0006292_complex,rbfe_OCNT-2309093_OADMET-0006292,complex,FAILED,IndexError,list index out of range,,,,4,NVIDIA L40S,8.9,45468,blengerichgpu4000.chtc.wisc.edu,backfill1_6@blengerichgpu4000.chtc.wisc.edu,11,2,0.0011111111111111111
331,rbfe_OCNT-2309093_solvent_OADMET-0006292_solvent,rbfe_OCNT-2309093_OADMET-0006292,solvent,FAILED,IndexError,list index out of range,,,,3,NVIDIA A100-SXM4-40GB,8.0,40441,glidein_3033527_525812661@gpu014.rci.montana.edu,slot1_1@glidein_3033527_525812661@gpu014.rci.montana.edu,11,2,0.0008333333333333334
331,rbfe_OCNT-2312122_complex_OADMET-0006525_complex,rbfe_OCNT-2312122_OADMET-0006525,complex,FAILED,SimulationNaNError,"Propagating replica 0 at state 0 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,3,NVIDIA L40S,8.9,45458,glidein_2882936_199762243@gpu03,slot1_1@glidein_2882936_199762243@gpu03,11,2,0.0008333333333333334
331,rbfe_OCNT-2312122_solvent_OADMET-0006525_solvent,rbfe_OCNT-2312122_OADMET-0006525,solvent,COMPLETED,,,-45.020257557126975,0.0,inner,2540,NVIDIA H100 80GB HBM3,9.0,81081,glidein_101317_353355080@gpu019.rci.montana.edu,slot1_1@glidein_101317_353355080@gpu019.rci.montana.edu,1,0,0.7055555555555556
331,rbfe_OCNT-2318111_complex_OADMET-0006275_complex,rbfe_OCNT-2318111_OADMET-0006275,complex,FAILED,SimulationNaNError,"Propagating replica 0 at state 0 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,2962,NVIDIA L40,8.9,45468,jcaicedogpu0000.chtc.wisc.edu,backfill1_8@jcaicedogpu0000.chtc.wisc.edu,11,1,0.8227777777777778
331,rbfe_OCNT-2318111_solvent_OADMET-0006275_solvent,rbfe_OCNT-2318111_OADMET-0006275,solvent,COMPLETED,,,1.8414926311691084,0.0,inner,3305,NVIDIA A100 80GB PCIe,8.0,81153,glidein_1551287_67230680@rails07,slot1_2@glidein_1551287_67230680@rails07,1,0,0.9180555555555555
349,rbfe_OADMET-0006256_complex_OCNT-2309093_complex,rbfe_OADMET-0006256_OCNT-2309093,complex,COMPLETED,,,27.070454992633607,0.0,inner,13867,NVIDIA RTX A5000,8.6,24361,glidein_3273215_630389268@gpu05,slot1_2@glidein_3273215_630389268@gpu05,1,0,3.8519444444444444
349,rbfe_OADMET-0006256_solvent_OCNT-2309093_solvent,rbfe_OADMET-0006256_OCNT-2309093,solvent,COMPLETED,,,26.130041313014775,0.0,inner,2721,NVIDIA H100 80GB HBM3,9.0,81081,glidein_44325_252695070@gpu019.rci.montana.edu,slot1_1@glidein_44325_252695070@gpu019.rci.montana.edu,1,0,0.7558333333333334
350,rbfe_OCNT-2311573_complex_OADMET-0006255_complex,rbfe_OCNT-2311573_OADMET-0006255,complex,FAILED,SimulationNaNError,"Propagating replica 5 at state 9 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,3,NVIDIA RTX A5000,8.6,24361,glidein_1584723_273438385@gpu06,slot1_4@glidein_1584723_273438385@gpu06,11,2,0.0008333333333333334
350,rbfe_OCNT-2311573_solvent_OADMET-0006255_solvent,rbfe_OCNT-2311573_OADMET-0006255,solvent,FAILED,SimulationNaNError,"Propagating replica 5 at state 3 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,5,Quadro RTX 6000,7.5,22684,glidein_544488_136834093@qa-rtx6k-020.crc.nd.edu,slot1_1@glidein_544488_136834093@qa-rtx6k-020.crc.nd.edu,11,2,0.001388888888888889
352,rbfe_OCNT-2309025_complex_OADMET-0006252_complex,rbfe_OCNT-2309025_OADMET-0006252,complex,FAILED,SimulationNaNError,"Propagating replica 0 at state 0 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,5,NVIDIA GeForce RTX 2080 Ti,7.5,10823,gpulab2003.chtc.wisc.edu,slot2_4@gpulab2003.chtc.wisc.edu,11,2,0.001388888888888889
352,rbfe_OCNT-2309025_solvent_OADMET-0006252_solvent,rbfe_OCNT-2309025_OADMET-0006252,solvent,COMPLETED,,,28.096621490942777,0.0,inner,3175,NVIDIA L40,8.9,45468,jcaicedogpu0000.chtc.wisc.edu,backfill1_5@jcaicedogpu0000.chtc.wisc.edu,1,0,0.8819444444444444
359,rbfe_OCNT-2318184_complex_OADMET-0006245_complex,rbfe_OCNT-2318184_OADMET-0006245,complex,COMPLETED,,,5.661893342605347,0.0,inner,8165,NVIDIA L40,8.9,45468,gpu4000.chtc.wisc.edu,slot2_6@gpu4000.chtc.wisc.edu,1,0,2.2680555555555557
359,rbfe_OCNT-2318184_solvent_OADMET-0006245_solvent,rbfe_OCNT-2318184_OADMET-0006245,solvent,COMPLETED,,,5.6579025164955485,0.0,inner,2374,NVIDIA L40S,8.9,45468,blengerichgpu4000.chtc.wisc.edu,backfill1_1@blengerichgpu4000.chtc.wisc.edu,1,0,0.6594444444444445
362,rbfe_OCNT-2317538_complex_OADMET-0006242_complex,rbfe_OCNT-2317538_OADMET-0006242,complex,COMPLETED,,,9.7978996294635,0.0,top,14101,NVIDIA L40,8.9,45468,gpu4000.chtc.wisc.edu,slot2_3@gpu4000.chtc.wisc.edu,11,2,3.9169444444444443
362,rbfe_OCNT-2317538_complex_OADMET-0006321_complex,rbfe_OCNT-2317538_OADMET-0006321,complex,COMPLETED,,,3.907601926422484,0.0,inner,14774,NVIDIA RTX A5000,8.6,24361,glidein_3273215_630389268@gpu05,slot1_4@glidein_3273215_630389268@gpu05,1,0,4.103888888888889
362,rbfe_OCNT-2317538_complex_OADMET-0006357_complex,rbfe_OCNT-2317538_OADMET-0006357,complex,COMPLETED,,,14.576504603941585,0.0,top,9408,NVIDIA H200,9.0,143166,bhaskargpu4000.chtc.wisc.edu,backfill1_1@bhaskargpu4000.chtc.wisc.edu,2,0,2.6133333333333333
362,rbfe_OCNT-2317538_solvent_OADMET-0006242_solvent,rbfe_OCNT-2317538_OADMET-0006242,solvent,COMPLETED,,,5.607650090285635,0.0,inner,8127,NVIDIA RTX A5000,8.6,24361,glidein_3273215_630389268@gpu05,slot1_3@glidein_3273215_630389268@gpu05,1,0,2.2575
362,rbfe_OCNT-2317538_solvent_OADMET-0006321_solvent,rbfe_OCNT-2317538_OADMET-0006321,solvent,COMPLETED,,,0.38613877336508373,0.0,inner,3685,NVIDIA GeForce RTX 2080 Ti,7.5,11004,vetsigian0001.chtc.wisc.edu,slot2_4@vetsigian0001.chtc.wisc.edu,1,0,1.023611111111111
362,rbfe_OCNT-2317538_solvent_OADMET-0006357_solvent,rbfe_OCNT-2317538_OADMET-0006357,solvent,COMPLETED,,,16.171078411320917,0.0,inner,3478,NVIDIA H100 80GB HBM3,9.0,81089,gpu4003.chtc.wisc.edu,slot2_5@gpu4003.chtc.wisc.edu,1,0,0.9661111111111111
363,rbfe_OADMET-0006354_complex_OADMET-0006241_complex,rbfe_OADMET-0006354_OADMET-0006241,complex,FAILED,SimulationNaNError,"Propagating replica 0 at state 0 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,1799,NVIDIA L40,8.9,45468,dsigpu4000.chtc.wisc.edu,slot2_10@dsigpu4000.chtc.wisc.edu,11,1,0.49972222222222223
363,rbfe_OADMET-0006354_complex_OADMET-0006426_complex,rbfe_OADMET-0006354_OADMET-0006426,complex,FAILED,SimulationNaNError,"Propagating replica 0 at state 0 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,6,NVIDIA L40S,8.9,45468,jcaicedogpu0003.chtc.wisc.edu,backfill1_7@jcaicedogpu0003.chtc.wisc.edu,11,2,0.0016666666666666668
363,rbfe_OADMET-0006354_complex_OADMET-0006528_complex,rbfe_OADMET-0006354_OADMET-0006528,complex,FAILED,SimulationNaNError,"Propagating replica 0 at state 0 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,1916,NVIDIA H200,9.0,143166,ssilwalgpu4000.chtc.wisc.edu,backfill1_2@ssilwalgpu4000.chtc.wisc.edu,12,1,0.5322222222222223
363,rbfe_OADMET-0006354_complex_OCNT-2318074_complex,rbfe_OADMET-0006354_OCNT-2318074,complex,FAILED,SimulationNaNError,"Propagating replica 0 at state 0 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,3,NVIDIA H100 80GB HBM3,9.0,81089,gpu4003.chtc.wisc.edu,slot2_4@gpu4003.chtc.wisc.edu,11,2,0.0008333333333333334
363,rbfe_OADMET-0006354_solvent_OADMET-0006241_solvent,rbfe_OADMET-0006354_OADMET-0006241,solvent,COMPLETED,,,-46.60734210687491,0.0,inner,3020,NVIDIA H100 80GB HBM3,9.0,81081,glidein_2547181_260373995@rails04,slot1_1@glidein_2547181_260373995@rails04,1,0,0.8388888888888889
363,rbfe_OADMET-0006354_solvent_OADMET-0006426_solvent,rbfe_OADMET-0006354_OADMET-0006426,solvent,COMPLETED,,,-2.9027937004388287,0.0,inner,3324,NVIDIA A100 80GB PCIe,8.0,81153,glidein_1458156_770704928@rails09,slot1_1@glidein_1458156_770704928@rails09,1,0,0.9233333333333333
363,rbfe_OADMET-0006354_solvent_OADMET-0006528_solvent,rbfe_OADMET-0006354_OADMET-0006528,solvent,COMPLETED,,,-18.157495631854207,0.0,top,3245,Quadro RTX 6000,7.5,22684,glidein_544488_136834093@qa-rtx6k-020.crc.nd.edu,slot1_1@glidein_544488_136834093@qa-rtx6k-020.crc.nd.edu,11,2,0.9013888888888889
363,rbfe_OADMET-0006354_solvent_OCNT-2318074_solvent,rbfe_OADMET-0006354_OCNT-2318074,solvent,COMPLETED,,,-26.59606141668604,0.0,inner,3392,NVIDIA L40S,8.9,45460,gpu4006.chtc.wisc.edu,slot2_2@gpu4006.chtc.wisc.edu,1,0,0.9422222222222222
372,rbfe_OADMET-0006520_complex_OADMET-0006232_complex,rbfe_OADMET-0006520_OADMET-0006232,complex,COMPLETED,,,-6.927385307573058,0.0,inner,12644,NVIDIA A100-SXM4-40GB,8.0,40441,glidein_3033527_525812661@gpu014.rci.montana.edu,slot1_1@glidein_3033527_525812661@gpu014.rci.montana.edu,2,0,3.5122222222222224
372,rbfe_OADMET-0006520_complex_OCNT-2316441_complex,rbfe_OADMET-0006520_OCNT-2316441,complex,COMPLETED,,,12.419248730056069,0.0,top,9007,NVIDIA A100 80GB PCIe,8.0,81153,glidein_10906_724293855@epyc11,slot1_1@glidein_10906_724293855@epyc11,2,0,2.5019444444444443
372,rbfe_OADMET-0006520_solvent_OADMET-0006232_solvent,rbfe_OADMET-0006520_OADMET-0006232,solvent,COMPLETED,,,-10.870208384292507,0.0,top,2376,NVIDIA L40,8.9,45468,gpu4002.chtc.wisc.edu,slot1_2@gpu4002.chtc.wisc.edu,11,2,0.66
372,rbfe_OADMET-0006520_solvent_OCNT-2316441_solvent,rbfe_OADMET-0006520_OCNT-2316441,solvent,COMPLETED,,,15.288185513330756,0.0,top,3794,NVIDIA GeForce GTX 1080 Ti,6.1,11165,gitter0000.chtc.wisc.edu,slot2_3@gitter0000.chtc.wisc.edu,11,2,1.0538888888888889
372,rbfe_OADMET-0006612_complex_OADMET-0006232_complex,rbfe_OADMET-0006612_OADMET-0006232,complex,COMPLETED,,,-0.6181761125959915,0.0,inner,10084,NVIDIA H100 80GB HBM3,9.0,81081,glidein_2501949_116701680@rails04,slot1_1@glidein_2501949_116701680@rails04,1,0,2.801111111111111
372,rbfe_OADMET-0006612_solvent_OADMET-0006232_solvent,rbfe_OADMET-0006612_OADMET-0006232,solvent,COMPLETED,,,1.2456861849980285,0.0,inner,2255,NVIDIA L40S,8.9,45460,gpu4006.chtc.wisc.edu,slot2_4@gpu4006.chtc.wisc.edu,1,0,0.6263888888888889
373,rbfe_OADMET-0006481_complex_OADMET-0006231_complex,rbfe_OADMET-0006481_OADMET-0006231,complex,FAILED,SimulationNaNError,"Propagating replica 0 at state 0 resulted in a NaN!
The state of the system and integrator before the error were saved i",,,,3029,NVIDIA A100-SXM4-80GB,8.0,81154,gpu2003.chtc.wisc.edu,slot2_1@gpu2003.chtc.wisc.edu,11,1,0.8413888888888889
