status,wall_clock_s,wall_clock_h,host,size_mb,cluster_id,transform_name,is_complex
COMPLETED,,,ahlquist0000,1.6,30,rbfe_OCNT-2310554_complex_OADMET-0006587_complex,True
COMPLETED,2636.0,0.7322222222222222,rails05,1.9,30,rbfe_OCNT-2310554_solvent_OADMET-0006587_solvent,False
COMPLETED,14501.0,4.0280555555555555,gpu01,10.8,309,rbfe_OADMET-0006325_complex_OADMET-0006297_complex,True
COMPLETED,2979.0,0.8275,gpu09,2.0,309,rbfe_OADMET-0006325_solvent_OADMET-0006297_solvent,False
COMPLETED,13646.0,3.7905555555555557,qa-rtx6k-026.crc.nd.edu,10.7,309,rbfe_OADMET-0006383_complex_OADMET-0006297_complex,True
COMPLETED,,,gpulab2003,4.1,309,rbfe_OADMET-0006383_complex_OCNT-2315653_complex,True
COMPLETED,3117.0,0.8658333333333333,gpu4006.chtc.wisc.edu,3.3,309,rbfe_OADMET-0006383_solvent_OADMET-0006297_solvent,False
COMPLETED,2276.0,0.6322222222222222,blengerichgpu4000,3.4,309,rbfe_OADMET-0006383_solvent_OCNT-2315653_solvent,False
COMPLETED,8741.0,2.4280555555555554,mrudolphgpu4001,12.3,310,rbfe_OADMET-0006161_complex_OADMET-0006119_complex,True
COMPLETED,3434.0,0.9538888888888889,gpu014,2.2,310,rbfe_OADMET-0006161_solvent_OADMET-0006119_solvent,False
COMPLETED,,,gpulab2003,4.1,310,rbfe_OADMET-0006296_complex_OADMET-0006119_complex,True
COMPLETED,3507.0,0.9741666666666666,qa-rtx6k-031.crc.nd.edu,2.1,310,rbfe_OADMET-0006296_solvent_OADMET-0006119_solvent,False
COMPLETED,9820.0,2.727777777777778,rails06,11.0,310,rbfe_OADMET-0006304_complex_OADMET-0006161_complex,True
COMPLETED,,,gpu014,4.2,310,rbfe_OADMET-0006304_complex_OADMET-0006234_complex,True
COMPLETED,,,gpulab2003,4.3,310,rbfe_OADMET-0006304_complex_OADMET-0006386_complex,True
COMPLETED,2358.0,0.655,gpu4000,3.6,310,rbfe_OADMET-0006304_solvent_OADMET-0006161_solvent,False
COMPLETED,2873.0,0.7980555555555555,gpu4000,3.6,310,rbfe_OADMET-0006304_solvent_OADMET-0006234_solvent,False
COMPLETED,2654.0,0.7372222222222222,xhuanggpu4001,3.7,310,rbfe_OADMET-0006304_solvent_OADMET-0006386_solvent,False
COMPLETED,,,gpulab2003,4.3,310,rbfe_OADMET-0006409_complex_OADMET-0006304_complex,True
COMPLETED,3122.0,0.8672222222222222,dsigpu4001,3.7,310,rbfe_OADMET-0006409_solvent_OADMET-0006304_solvent,False
COMPLETED,13776.0,3.8266666666666667,gpu2008,12.3,310,rbfe_OADMET-0006531_complex_OADMET-0006119_complex,True
COMPLETED,2411.0,0.6697222222222222,gpu4006.chtc.wisc.edu,4.3,310,rbfe_OADMET-0006531_solvent_OADMET-0006119_solvent,False
COMPLETED,12958.0,3.5994444444444444,qa-rtx6k-024.crc.nd.edu,11.0,310,rbfe_OADMET-0006581_complex_OADMET-0006304_complex,True
COMPLETED,4176.0,1.16,gpu2011,3.6,310,rbfe_OADMET-0006581_solvent_OADMET-0006304_solvent,False
COMPLETED,,,gpu4002,4.1,310,rbfe_OCNT-2308748_complex_OADMET-0006119_complex,True
COMPLETED,3892.0,1.0811111111111111,gpulab2001,3.6,310,rbfe_OCNT-2308748_solvent_OADMET-0006119_solvent,False
COMPLETED,,,gpulab2003,3.3,311,rbfe_OADMET-0006109_complex_OADMET-0006107_complex,True
COMPLETED,3166.0,0.8794444444444445,gpu09,2.7,311,rbfe_OADMET-0006109_solvent_OADMET-0006107_solvent,False
COMPLETED,,,gpu06,3.3,311,rbfe_OADMET-0006397_complex_OADMET-0006107_complex,True
COMPLETED,,,gpu4002,10.0,311,rbfe_OADMET-0006397_complex_OADMET-0006295_complex,True
COMPLETED,,,gpu4002,10.1,311,rbfe_OADMET-0006397_complex_OADMET-0006314_complex,True
COMPLETED,3271.0,0.9086111111111111,gpulab2004,4.3,311,rbfe_OADMET-0006397_solvent_OADMET-0006107_solvent,False
COMPLETED,,,gpu014,2.4,311,rbfe_OADMET-0006397_solvent_OADMET-0006295_solvent,False
COMPLETED,4756.0,1.3211111111111111,mendel-g0002,3.0,311,rbfe_OADMET-0006397_solvent_OADMET-0006314_solvent,False
COMPLETED,,,ahlquist0000,9.9,311,rbfe_OADMET-0006423_complex_OADMET-0006109_complex,True
COMPLETED,,,dsigpu4000,2.3,311,rbfe_OADMET-0006423_solvent_OADMET-0006109_solvent,False
COMPLETED,,,gpulab2003,3.3,311,rbfe_OADMET-0006516_complex_OADMET-0006314_complex,True
COMPLETED,2570.0,0.7138888888888889,gpu4003,4.5,311,rbfe_OADMET-0006516_solvent_OADMET-0006314_solvent,False
COMPLETED,,,vetsigian0001,3.3,311,rbfe_OADMET-0006575_complex_OADMET-0006178_complex,True
COMPLETED,,,gpulab2003,3.3,311,rbfe_OADMET-0006575_complex_OADMET-0006423_complex,True
COMPLETED,3450.0,0.9583333333333334,3dd51df4d4e0,3.1,311,rbfe_OADMET-0006575_solvent_OADMET-0006178_solvent,False
COMPLETED,3412.0,0.9477777777777778,gpulab2003,4.5,311,rbfe_OADMET-0006575_solvent_OADMET-0006423_solvent,False
COMPLETED,,,gpu4003,10.0,311,rbfe_OCNT-2315209_complex_OADMET-0006178_complex,True
COMPLETED,3034.0,0.8427777777777777,gpu2005,4.4,311,rbfe_OCNT-2315209_solvent_OADMET-0006178_solvent,False
COMPLETED,,,gpulab2003,1.6,317,rbfe_OADMET-0006353_complex_OADMET-0006526_complex,True
COMPLETED,2472.0,0.6866666666666666,mrudolphgpu4000,3.3,317,rbfe_OADMET-0006353_solvent_OADMET-0006526_solvent,False
COMPLETED,9561.0,2.6558333333333333,dbrundage-chtcgpu5000.chtc.wisc.edu,11.9,317,rbfe_OADMET-0006526_complex_OADMET-0006289_complex,True
COMPLETED,2502.0,0.695,gpu4004,3.4,317,rbfe_OADMET-0006526_solvent_OADMET-0006289_solvent,False
COMPLETED,8711.0,2.419722222222222,zliu-chtcgpu5000.chtc.wisc.edu,11.8,317,rbfe_OADMET-0006571_complex_OADMET-0006353_complex,True
COMPLETED,3362.0,0.9338888888888889,gpu01,1.9,317,rbfe_OADMET-0006571_solvent_OADMET-0006353_solvent,False
COMPLETED,,,gpu2011,3.9,317,rbfe_OCNT-2312865_complex_OADMET-0006353_complex,True
COMPLETED,3086.0,0.8572222222222222,dsigpu4001,3.3,317,rbfe_OCNT-2312865_solvent_OADMET-0006353_solvent,False
COMPLETED,11685.0,3.245833333333333,ahlquist0000,12.2,323,rbfe_OADMET-0006283_complex_OCNT-2317888_complex,True
COMPLETED,,,gpu4002,1.6,323,rbfe_OADMET-0006283_solvent_OCNT-2317888_solvent,False
COMPLETED,,,gpu4002,3.3,331,rbfe_OADMET-0006292_complex_OADMET-0006275_complex,True
COMPLETED,,,gpu4002,3.3,331,rbfe_OADMET-0006292_complex_OADMET-0006288_complex,True
COMPLETED,3943.0,1.0952777777777778,coba2000,4.0,331,rbfe_OADMET-0006292_solvent_OADMET-0006275_solvent,False
COMPLETED,2262.0,0.6283333333333333,zliu-chtcgpu5000.chtc.wisc.edu,4.1,331,rbfe_OADMET-0006292_solvent_OADMET-0006288_solvent,False
COMPLETED,,,gpulab2003,3.3,331,rbfe_OADMET-0006318_complex_OADMET-0006288_complex,True
COMPLETED,2197.0,0.6102777777777778,blengerichgpu4000,4.2,331,rbfe_OADMET-0006318_solvent_OADMET-0006288_solvent,False
COMPLETED,,,blengerichgpu4000,3.3,331,rbfe_OADMET-0006385_complex_OADMET-0006292_complex,True
COMPLETED,,,rails04,9.9,331,rbfe_OADMET-0006385_complex_OADMET-0006306_complex,True
COMPLETED,2690.0,0.7472222222222222,gpu4003,4.0,331,rbfe_OADMET-0006385_solvent_OADMET-0006292_solvent,False
COMPLETED,3949.0,1.0969444444444445,gpu2011,4.1,331,rbfe_OADMET-0006385_solvent_OADMET-0006306_solvent,False
COMPLETED,,,gpulab2003,10.1,331,rbfe_OADMET-0006401_complex_OADMET-0006208_complex,True
COMPLETED,3341.0,0.9280555555555555,ahlquist0000,4.3,331,rbfe_OADMET-0006401_solvent_OADMET-0006208_solvent,False
COMPLETED,,,gpulab2003,3.3,331,rbfe_OADMET-0006525_complex_OADMET-0006292_complex,True
COMPLETED,,,vetsigian0001,3.3,331,rbfe_OADMET-0006525_complex_OADMET-0006401_complex,True
COMPLETED,,,gpu4001,2.1,331,rbfe_OADMET-0006525_solvent_OADMET-0006292_solvent,False
COMPLETED,3387.0,0.9408333333333333,rails15,2.7,331,rbfe_OADMET-0006525_solvent_OADMET-0006401_solvent,False
COMPLETED,,,gpu4002,3.3,331,rbfe_OADMET-0006547_complex_OADMET-0006525_complex,True
COMPLETED,2252.0,0.6255555555555555,zliu-chtcgpu5000.chtc.wisc.edu,4.1,331,rbfe_OADMET-0006547_solvent_OADMET-0006525_solvent,False
COMPLETED,,,gpu4006.chtc.wisc.edu,4.4,331,rbfe_OCNT-2309093_complex_OADMET-0006292_complex,True
COMPLETED,,,gpu4001,2.9,331,rbfe_OCNT-2309093_solvent_OADMET-0006292_solvent,False
COMPLETED,,,gpu4002,3.3,331,rbfe_OCNT-2312122_complex_OADMET-0006525_complex,True
COMPLETED,2540.0,0.7055555555555556,gpu019,2.8,331,rbfe_OCNT-2312122_solvent_OADMET-0006525_solvent,False
COMPLETED,,,gpulab2003,3.3,331,rbfe_OCNT-2318111_complex_OADMET-0006275_complex,True
COMPLETED,3305.0,0.9180555555555555,rails07,2.6,331,rbfe_OCNT-2318111_solvent_OADMET-0006275_solvent,False
COMPLETED,13867.0,3.8519444444444444,gpu05,10.3,349,rbfe_OADMET-0006256_complex_OCNT-2309093_complex,True
COMPLETED,2721.0,0.7558333333333334,gpu019,1.8,349,rbfe_OADMET-0006256_solvent_OCNT-2309093_solvent,False
COMPLETED,,,gpu2004,1.5,350,rbfe_OCNT-2311573_complex_OADMET-0006255_complex,True
COMPLETED,,,vetsigian0001,1.3,350,rbfe_OCNT-2311573_solvent_OADMET-0006255_solvent,False
COMPLETED,,,vetsigian0001,10.0,352,rbfe_OCNT-2309025_complex_OADMET-0006252_complex,True
COMPLETED,3175.0,0.8819444444444444,jcaicedogpu0000,4.1,352,rbfe_OCNT-2309025_solvent_OADMET-0006252_solvent,False
COMPLETED,8165.0,2.2680555555555557,gpu4000,12.2,359,rbfe_OCNT-2318184_complex_OADMET-0006245_complex,True
COMPLETED,2374.0,0.6594444444444445,blengerichgpu4000,3.8,359,rbfe_OCNT-2318184_solvent_OADMET-0006245_solvent,False
COMPLETED,,,gpulab2003,1.6,362,rbfe_OCNT-2317538_complex_OADMET-0006242_complex,True
COMPLETED,14774.0,4.103888888888889,gpu05,10.8,362,rbfe_OCNT-2317538_complex_OADMET-0006321_complex,True
COMPLETED,,,gpu4000,4.1,362,rbfe_OCNT-2317538_complex_OADMET-0006357_complex,True
COMPLETED,8127.0,2.2575,gpu05,2.0,362,rbfe_OCNT-2317538_solvent_OADMET-0006242_solvent,False
COMPLETED,3685.0,1.023611111111111,vetsigian0001,3.3,362,rbfe_OCNT-2317538_solvent_OADMET-0006321_solvent,False
COMPLETED,3478.0,0.9661111111111111,gpu4003,3.5,362,rbfe_OCNT-2317538_solvent_OADMET-0006357_solvent,False
COMPLETED,,,gpulab2003,3.2,363,rbfe_OADMET-0006354_complex_OADMET-0006241_complex,True
COMPLETED,,,gpu4000,10.0,363,rbfe_OADMET-0006354_complex_OADMET-0006426_complex,True
COMPLETED,,,zliu-chtcgpu5000.chtc.wisc.edu,3.2,363,rbfe_OADMET-0006354_complex_OADMET-0006528_complex,True
COMPLETED,,,gpu4000,3.2,363,rbfe_OADMET-0006354_complex_OCNT-2318074_complex,True
COMPLETED,3020.0,0.8388888888888889,rails04,2.8,363,rbfe_OADMET-0006354_solvent_OADMET-0006241_solvent,False
COMPLETED,3324.0,0.9233333333333333,rails09,2.8,363,rbfe_OADMET-0006354_solvent_OADMET-0006426_solvent,False
COMPLETED,,,gpu4001,2.1,363,rbfe_OADMET-0006354_solvent_OADMET-0006528_solvent,False
COMPLETED,3392.0,0.9422222222222222,gpu4006.chtc.wisc.edu,4.2,363,rbfe_OADMET-0006354_solvent_OCNT-2318074_solvent,False
COMPLETED,12644.0,3.5122222222222224,dmorgan2000,12.1,372,rbfe_OADMET-0006520_complex_OADMET-0006232_complex,True
COMPLETED,,,gpu4002,3.9,372,rbfe_OADMET-0006520_complex_OCNT-2316441_complex,True
COMPLETED,,,gpu4002,1.3,372,rbfe_OADMET-0006520_solvent_OADMET-0006232_solvent,False
COMPLETED,,,gpulab2003,1.4,372,rbfe_OADMET-0006520_solvent_OCNT-2316441_solvent,False
COMPLETED,10084.0,2.801111111111111,rails04,10.7,372,rbfe_OADMET-0006612_complex_OADMET-0006232_complex,True
COMPLETED,2255.0,0.6263888888888889,gpu4006.chtc.wisc.edu,3.3,372,rbfe_OADMET-0006612_solvent_OADMET-0006232_solvent,False
COMPLETED,,,gpu07,9.9,373,rbfe_OADMET-0006481_complex_OADMET-0006231_complex,True
COMPLETED,3208.0,0.8911111111111111,gpu03,3.0,373,rbfe_OADMET-0006481_solvent_OADMET-0006231_solvent,False
COMPLETED,,,gpulab2004,10.0,373,rbfe_OADMET-0006489_complex_OADMET-0006481_complex,True
COMPLETED,2344.0,0.6511111111111111,gpu4000,4.4,373,rbfe_OADMET-0006489_solvent_OADMET-0006481_solvent,False
COMPLETED,,,gpu4002,3.1,373,rbfe_OADMET-0006491_complex_OADMET-0006493_complex,True
COMPLETED,3216.0,0.8933333333333333,xhuanggpu4001,4.6,373,rbfe_OADMET-0006491_solvent_OADMET-0006493_solvent,False
COMPLETED,,,ahlquist0000,3.1,373,rbfe_OADMET-0006493_complex_OADMET-0006231_complex,True
COMPLETED,,,vetsigian0001,3.1,373,rbfe_OADMET-0006493_complex_OADMET-0006235_complex,True
COMPLETED,,,rails04,3.1,373,rbfe_OADMET-0006493_complex_OADMET-0006428_complex,True
COMPLETED,,,blengerichgpu4000,10.1,373,rbfe_OADMET-0006493_complex_OADMET-0006485_complex,True
COMPLETED,,,gpulab2004,10.2,373,rbfe_OADMET-0006493_complex_OCNT-2311117_complex,True
COMPLETED,,,gpulab2004,2.5,373,rbfe_OADMET-0006493_solvent_OADMET-0006231_solvent,False
COMPLETED,3368.0,0.9355555555555556,gpu2004,4.5,373,rbfe_OADMET-0006493_solvent_OADMET-0006235_solvent,False
COMPLETED,4551.0,1.2641666666666667,qa-rtx6k-031.crc.nd.edu,3.0,373,rbfe_OADMET-0006493_solvent_OADMET-0006428_solvent,False
COMPLETED,3532.0,0.9811111111111112,qa-rtx6k-029.crc.nd.edu,3.1,373,rbfe_OADMET-0006493_solvent_OADMET-0006485_solvent,False
COMPLETED,,,zliu-chtcgpu5000.chtc.wisc.edu,2.6,373,rbfe_OADMET-0006493_solvent_OCNT-2311117_solvent,False
COMPLETED,,,gpu4002,10.1,373,rbfe_OADMET-0006497_complex_OADMET-0006493_complex,True
COMPLETED,2931.0,0.8141666666666667,amuraligpu4000,4.5,373,rbfe_OADMET-0006497_solvent_OADMET-0006493_solvent,False
COMPLETED,,,gpulab2003,3.2,374,rbfe_OCNT-2317222_complex_OADMET-0006230_complex,True
COMPLETED,3914.0,1.0872222222222223,gpu06,2.6,374,rbfe_OCNT-2317222_solvent_OADMET-0006230_solvent,False
COMPLETED,,,gpulab2003,3.3,378,rbfe_OADMET-0006226_complex_OCNT-2309591_complex,True
COMPLETED,,,gpu4002,2.1,378,rbfe_OADMET-0006226_solvent_OCNT-2309591_solvent,False
COMPLETED,,,gpulab2003,3.5,382,rbfe_OADMET-0006220_complex_OCNT-2317556_complex,True
COMPLETED,3049.0,0.8469444444444445,dsigpu4001,3.2,382,rbfe_OADMET-0006220_solvent_OCNT-2317556_solvent,False
COMPLETED,,,gpulab2003,3.3,383,rbfe_OADMET-0006507_complex_OADMET-0006219_complex,True
COMPLETED,2221.0,0.6169444444444444,blengerichgpu4000,4.1,383,rbfe_OADMET-0006507_solvent_OADMET-0006219_solvent,False
COMPLETED,,,gpu4003,3.3,383,rbfe_OADMET-0006511_complex_OADMET-0006360_complex,True
COMPLETED,,,gpu4002,3.3,383,rbfe_OADMET-0006511_complex_OADMET-0006468_complex,True
COMPLETED,,,gpu4003,3.3,383,rbfe_OADMET-0006511_complex_OADMET-0006507_complex,True
COMPLETED,3238.0,0.8994444444444445,gpu03,2.7,383,rbfe_OADMET-0006511_solvent_OADMET-0006360_solvent,False
COMPLETED,4324.0,1.201111111111111,vetsigian0001,4.1,383,rbfe_OADMET-0006511_solvent_OADMET-0006468_solvent,False
COMPLETED,,,gpu4002,2.2,383,rbfe_OADMET-0006511_solvent_OADMET-0006507_solvent,False
COMPLETED,,,gpu4003,9.7,383,rbfe_OADMET-0006523_complex_OADMET-0006360_complex,True
COMPLETED,,,gpulab2003,2.2,383,rbfe_OADMET-0006523_solvent_OADMET-0006360_solvent,False
COMPLETED,,,gpu4002,9.6,383,rbfe_OADMET-0006585_complex_OADMET-0006219_complex,True
COMPLETED,2675.0,0.7430555555555556,3dd51df4d4e0,2.6,383,rbfe_OADMET-0006585_solvent_OADMET-0006219_solvent,False
COMPLETED,,,gpu01,3.3,383,rbfe_OCNT-2317632_complex_OADMET-0006585_complex,True
COMPLETED,2311.0,0.6419444444444444,mkhodakgpu4000,4.1,383,rbfe_OCNT-2317632_solvent_OADMET-0006585_solvent,False
COMPLETED,,,gpulab2003,3.3,383,rbfe_OCNT-2318237_complex_OADMET-0006511_complex,True
COMPLETED,,,gpu4003,2.2,383,rbfe_OCNT-2318237_solvent_OADMET-0006511_solvent,False
COMPLETED,7824.0,2.1733333333333333,dsigpu4002,11.0,384,rbfe_OADMET-0006324_complex_OADMET-0006299_complex,True
COMPLETED,2187.0,0.6075,blengerichgpu4000,3.2,384,rbfe_OADMET-0006324_solvent_OADMET-0006299_solvent,False
COMPLETED,11180.0,3.1055555555555556,coba2000,11.1,384,rbfe_OADMET-0006431_complex_OADMET-0006102_complex,True
COMPLETED,8456.0,2.348888888888889,mrudolphgpu4000,11.1,384,rbfe_OADMET-0006431_complex_OADMET-0006218_complex,True
COMPLETED,7562.0,2.1005555555555557,zliu-chtcgpu5000.chtc.wisc.edu,11.0,384,rbfe_OADMET-0006431_complex_OADMET-0006299_complex,True
COMPLETED,16576.0,4.604444444444445,gpu2011,11.1,384,rbfe_OADMET-0006431_complex_OADMET-0006375_complex,True
COMPLETED,,,dbrundagegpu5000.chtc.wisc.edu,3.6,384,rbfe_OADMET-0006431_complex_OADMET-0006396_complex,True
COMPLETED,7406.0,2.0572222222222223,gpu03,9.7,384,rbfe_OADMET-0006431_complex_OADMET-0006460_complex,True
COMPLETED,,,gpulab2003,3.7,384,rbfe_OADMET-0006431_complex_OCNT-2316194_complex,True
COMPLETED,2933.0,0.8147222222222222,gpu09,1.9,384,rbfe_OADMET-0006431_solvent_OADMET-0006102_solvent,False
COMPLETED,2523.0,0.7008333333333333,rails05,1.9,384,rbfe_OADMET-0006431_solvent_OADMET-0006218_solvent,False
COMPLETED,2692.0,0.7477777777777778,3dd51df4d4e0,1.9,384,rbfe_OADMET-0006431_solvent_OADMET-0006299_solvent,False
COMPLETED,,,gpulab2003,1.5,384,rbfe_OADMET-0006431_solvent_OADMET-0006375_solvent,False
COMPLETED,2998.0,0.8327777777777777,gpu07,2.0,384,rbfe_OADMET-0006431_solvent_OADMET-0006396_solvent,False
COMPLETED,,,gpulab2003,1.5,384,rbfe_OADMET-0006431_solvent_OADMET-0006460_solvent,False
COMPLETED,,,gpu4002,1.6,384,rbfe_OADMET-0006431_solvent_OCNT-2316194_solvent,False
COMPLETED,,,gpu4003,3.5,384,rbfe_OADMET-0006452_complex_OADMET-0006272_complex,True
COMPLETED,8670.0,2.408333333333333,gpu4003,11.1,384,rbfe_OADMET-0006452_complex_OADMET-0006431_complex,True
COMPLETED,4559.0,1.2663888888888888,ahlquist0002,3.3,384,rbfe_OADMET-0006452_solvent_OADMET-0006272_solvent,False
COMPLETED,3180.0,0.8833333333333333,gpulab2001,3.3,384,rbfe_OADMET-0006452_solvent_OADMET-0006431_solvent,False
COMPLETED,,,gpu4002,3.2,385,rbfe_OADMET-0006193_complex_OADMET-0006175_complex,True
COMPLETED,,,gpu2004,2.6,385,rbfe_OADMET-0006193_solvent_OADMET-0006175_solvent,False
COMPLETED,8303.0,2.306388888888889,mkhodakgpu4000,11.0,385,rbfe_OADMET-0006217_complex_OADMET-0006193_complex,True
COMPLETED,4409.0,1.2247222222222223,gpulab2003,3.2,385,rbfe_OADMET-0006217_solvent_OADMET-0006193_solvent,False
COMPLETED,8480.0,2.3555555555555556,dsigpu4001,11.0,385,rbfe_OADMET-0006307_complex_OADMET-0006193_complex,True
COMPLETED,3194.0,0.8872222222222222,dsigpu4002,3.3,385,rbfe_OADMET-0006307_solvent_OADMET-0006193_solvent,False
COMPLETED,,,gpulab2003,3.0,385,rbfe_OADMET-0006352_complex_OADMET-0006193_complex,True
COMPLETED,,,dbrundagegpu5000.chtc.wisc.edu,2.3,385,rbfe_OADMET-0006352_solvent_OADMET-0006193_solvent,False
COMPLETED,,,ahlquist0000,2.9,385,rbfe_OADMET-0006390_complex_OADMET-0006193_complex,True
COMPLETED,,,gpu4002,2.2,385,rbfe_OADMET-0006390_solvent_OADMET-0006193_solvent,False
COMPLETED,,,gpu4006.chtc.wisc.edu,2.8,385,rbfe_OADMET-0006436_complex_OADMET-0006193_complex,True
COMPLETED,,,gpu4002,2.2,385,rbfe_OADMET-0006436_solvent_OADMET-0006193_solvent,False
COMPLETED,8405.0,2.334722222222222,gpu4006.chtc.wisc.edu,11.0,385,rbfe_OADMET-0006437_complex_OADMET-0006193_complex,True
COMPLETED,3121.0,0.8669444444444444,gpu4000,3.3,385,rbfe_OADMET-0006437_solvent_OADMET-0006193_solvent,False
COMPLETED,12519.0,3.4775,gpu2004,11.1,385,rbfe_OADMET-0006478_complex_OADMET-0006193_complex,True
COMPLETED,,,gpulab2003,1.4,385,rbfe_OADMET-0006478_solvent_OADMET-0006193_solvent,False
COMPLETED,11494.0,3.1927777777777777,gpu2008,11.1,385,rbfe_OADMET-0006505_complex_OADMET-0006193_complex,True
COMPLETED,,,mendel-g0002,1.4,385,rbfe_OADMET-0006505_solvent_OADMET-0006193_solvent,False
COMPLETED,,,mendel-g0002,3.4,385,rbfe_OCNT-1965945_complex_OADMET-0006193_complex,True
COMPLETED,3276.0,0.91,gpu4003,3.1,385,rbfe_OCNT-1965945_solvent_OADMET-0006193_solvent,False
COMPLETED,,,vetsigian0001,2.9,385,rbfe_OCNT-2309319_complex_OADMET-0006193_complex,True
COMPLETED,,,amuraligpu4000,2.3,385,rbfe_OCNT-2309319_solvent_OADMET-0006193_solvent,False
COMPLETED,,,blengerichgpu4000,3.6,386,rbfe_OADMET-0006216_complex_OCNT-1965882_complex,True
COMPLETED,3060.0,0.85,zliu-chtcgpu5000.chtc.wisc.edu,3.1,386,rbfe_OADMET-0006216_solvent_OCNT-1965882_solvent,False
COMPLETED,,,gpu4006.chtc.wisc.edu,3.0,387,rbfe_OADMET-0006276_complex_OADMET-0006215_complex,True
COMPLETED,,,gpu01,2.0,387,rbfe_OADMET-0006276_solvent_OADMET-0006215_solvent,False
COMPLETED,,,gpulab2003,3.0,387,rbfe_OADMET-0006300_complex_OADMET-0006276_complex,True
COMPLETED,2771.0,0.7697222222222222,gpu021,2.6,387,rbfe_OADMET-0006300_solvent_OADMET-0006276_solvent,False
COMPLETED,,,gpu2009,3.0,387,rbfe_OADMET-0006342_complex_OADMET-0006276_complex,True
COMPLETED,4226.0,1.173888888888889,gpu03,2.5,387,rbfe_OADMET-0006342_solvent_OADMET-0006276_solvent,False
COMPLETED,,,gpu2001,3.0,387,rbfe_OADMET-0006541_complex_OADMET-0006276_complex,True
COMPLETED,3359.0,0.9330555555555555,osg-endpoint-74b7c7597f-7qdgv,2.5,387,rbfe_OADMET-0006541_solvent_OADMET-0006276_solvent,False
COMPLETED,,,gpu4002,3.0,387,rbfe_OCNT-2317682_complex_OADMET-0006342_complex,True
COMPLETED,3227.0,0.8963888888888889,gpulab2003,4.1,387,rbfe_OCNT-2317682_solvent_OADMET-0006342_solvent,False
COMPLETED,,,gpu4002,10.4,395,rbfe_OADMET-0006207_complex_OCNT-2315209_complex,True
COMPLETED,2297.0,0.6380555555555556,gpu4000,4.2,395,rbfe_OADMET-0006207_solvent_OCNT-2315209_solvent,False
COMPLETED,9043.0,2.5119444444444445,zliu-chtcgpu5000.chtc.wisc.edu,12.4,397,rbfe_OADMET-0006236_complex_OADMET-0006174_complex,True
COMPLETED,11320.0,3.1444444444444444,gpulab2003,12.4,397,rbfe_OADMET-0006236_complex_OADMET-0006205_complex,True
COMPLETED,,,gpu4006.chtc.wisc.edu,1.6,397,rbfe_OADMET-0006236_solvent_OADMET-0006174_solvent,False
COMPLETED,,,gpu4006.chtc.wisc.edu,1.8,397,rbfe_OADMET-0006236_solvent_OADMET-0006205_solvent,False
COMPLETED,11953.0,3.3202777777777777,ahlquist0000,12.2,397,rbfe_OADMET-0006356_complex_OADMET-0006236_complex,True
COMPLETED,3159.0,0.8775,gpu2004,3.5,397,rbfe_OADMET-0006356_solvent_OADMET-0006236_solvent,False
COMPLETED,10145.0,2.8180555555555555,rails04,10.9,397,rbfe_OADMET-0006467_complex_OADMET-0006236_complex,True
COMPLETED,2271.0,0.6308333333333334,dbrundagegpu5000.chtc.wisc.edu,3.5,397,rbfe_OADMET-0006467_solvent_OADMET-0006236_solvent,False
COMPLETED,9019.0,2.5052777777777777,zliu-chtcgpu5000.chtc.wisc.edu,12.4,397,rbfe_OADMET-0006583_complex_OADMET-0006236_complex,True
COMPLETED,10123.0,2.8119444444444444,gpu4004,12.5,397,rbfe_OADMET-0006583_complex_OCNT-2318074_complex,True
COMPLETED,2247.0,0.6241666666666666,jcaicedogpu0004,3.6,397,rbfe_OADMET-0006583_solvent_OADMET-0006236_solvent,False
COMPLETED,2321.0,0.6447222222222222,jcaicedogpu0000,3.7,397,rbfe_OADMET-0006583_solvent_OCNT-2318074_solvent,False
COMPLETED,,,gpulab2003,3.3,401,rbfe_OADMET-0006344_complex_OADMET-0006233_complex,True
COMPLETED,,,mkhodakgpu4000,10.2,401,rbfe_OADMET-0006344_complex_OADMET-0006287_complex,True
COMPLETED,2240.0,0.6222222222222222,gpu4006.chtc.wisc.edu,4.0,401,rbfe_OADMET-0006344_solvent_OADMET-0006233_solvent,False
COMPLETED,3400.0,0.9444444444444444,rails07,2.8,401,rbfe_OADMET-0006344_solvent_OADMET-0006287_solvent,False
COMPLETED,,,gpulab2003,3.3,401,rbfe_OADMET-0006363_complex_OADMET-0006262_complex,True
COMPLETED,,,gpulab2003,2.2,401,rbfe_OADMET-0006363_solvent_OADMET-0006262_solvent,False
COMPLETED,,,gpu4002,10.4,401,rbfe_OADMET-0006539_complex_OADMET-0006262_complex,True
COMPLETED,,,vetsigian0001,3.3,401,rbfe_OADMET-0006539_complex_OADMET-0006287_complex,True
COMPLETED,,,gpu4006.chtc.wisc.edu,3.3,401,rbfe_OADMET-0006539_complex_OADMET-0006599_complex,True
COMPLETED,,,gpu2009,3.3,401,rbfe_OADMET-0006539_complex_OCNT-2315472_complex,True
COMPLETED,3549.0,0.9858333333333333,vetsigian0001,4.2,401,rbfe_OADMET-0006539_solvent_OADMET-0006262_solvent,False
COMPLETED,,,dbrundage-chtcgpu5000.chtc.wisc.edu,2.4,401,rbfe_OADMET-0006539_solvent_OADMET-0006287_solvent,False
