cluster_id,ligand_name,best_pdb_id,best_pose_rank,best_CNNscore,best_CNNaffinity,best_minimizedAffinity,mean_CNNscore_across_receptors,std_CNNscore_across_receptors,top3_receptors,top3_CNNscores,n_receptors_success,n_receptors_total
T071,OADMET-0006544,8svt,1,0.967372954,6.62303209,-7.96549463,0.7593284066612903,0.10856926038175264,"8svt,7riv,4x1f","0.967,0.934,0.919",62,62
T072,OADMET-0006543,7ax9,1,0.964516222,6.63388062,-8.19809246,0.7090571580322582,0.14981152672206913,"7ax9,4x1g,4x1f","0.965,0.955,0.951",62,62
T073,OADMET-0006542,1skx,1,0.905745208,6.87768936,-9.40283012,0.677877306951613,0.12177715411063052,"1skx,6xp9,7axc","0.906,0.878,0.865",62,62
T074,OADMET-0006541,1m13,1,0.93700695,6.01848984,-7.65481949,0.8088150649516129,0.09071599092779625,"1m13,1skx,7axc","0.937,0.935,0.933",62,62
T075,OADMET-0006540,7axc,1,0.957709789,6.62846899,-8.90795898,0.7247895795645161,0.1356898701204341,"7axc,6xp9,1m13","0.958,0.937,0.911",62,62
T076,OADMET-0006539,1skx,1,0.934716761,6.87733459,-8.54959583,0.7150994505322581,0.14392201189891893,"1skx,7axb,4xhd","0.935,0.932,0.924",62,62
T077,OADMET-0006537,6dup,1,0.967495382,6.6993432,-8.43059731,0.8330926246451613,0.094865771332934,"6dup,3r8d,1skx","0.967,0.961,0.953",62,62
T078,OADMET-0006536,1skx,1,0.93712604,6.06252813,-7.61747646,0.7127538918870967,0.11807483190122788,"1skx,8svx,6tfi","0.937,0.928,0.902",62,62
T079,OADMET-0006535,1skx,1,0.956492305,7.52252626,-9.48011494,0.8008348615161291,0.0989106219245875,"1skx,8svt,1m13","0.956,0.954,0.954",62,62
T080,OADMET-0006534,8r82,1,0.944638252,6.32769966,-8.64689732,0.6629410948064518,0.13241545875810015,"8r82,7axa,9fzi","0.945,0.898,0.897",62,62
T081,OADMET-0006533,6bns,1,0.953287184,6.63495684,-7.12805605,0.8403033441290323,0.09502124433610187,"6bns,7ax9,8svx","0.953,0.942,0.942",62,62
T082,OADMET-0006532,7ax9,1,0.9437747,7.22445536,-7.35251427,0.731123631532258,0.1337616639680569,"7ax9,7axh,1skx","0.944,0.934,0.930",62,62
T083,OADMET-0006531,8svt,1,0.928474307,7.57469225,-9.64289188,0.6823973757096774,0.13300782574778297,"8svt,8r82,1m13","0.928,0.914,0.903",62,62
T084,OADMET-0006530,8svs,1,0.925342083,7.06308174,-7.92563152,0.7846741253387097,0.09570108859013249,"8svs,6xp9,6hj2","0.925,0.924,0.913",62,62
T085,OADMET-0006529,7axa,1,0.965013385,6.47767878,-8.36921787,0.7548496098064515,0.11776572446867496,"7axa,8r82,8svp","0.965,0.942,0.930",62,62
T086,OADMET-0006528,5x0r,1,0.946822107,6.16575193,-7.79301167,0.7531142436935484,0.11945034630875684,"5x0r,4s0t,9fzi","0.947,0.932,0.932",62,62
T087,OADMET-0006526,8svs,1,0.941341698,6.29060745,-8.70933151,0.7097792385161291,0.13475044821294757,"8svs,8svp,4x1g","0.941,0.925,0.920",62,62
T088,OADMET-0006525,8svs,1,0.948400915,6.54153585,-8.5720892,0.742892237419355,0.126327078798561,"8svs,8r81,6hj2","0.948,0.925,0.905",62,62
T089,OADMET-0006524,8r81,1,0.958565354,7.53014946,-10.5780535,0.7590016174354838,0.11790715070157802,"8r81,3hvl,8svx","0.959,0.938,0.932",62,62
T090,OADMET-0006523,8svp,1,0.95686543,7.55515051,-10.2140856,0.6858217932258065,0.12978372286823625,"8svp,8svt,4x1g","0.957,0.880,0.863",62,62
T091,OADMET-0006522,8cf9,1,0.933807135,6.76036882,-8.96280193,0.7223317671612903,0.15485860731497475,"8cf9,8r82,4xhd","0.934,0.921,0.910",62,62
T092,OADMET-0006521,7axc,1,0.837212205,6.18078279,-7.46995449,0.6132852961129032,0.12607690843096436,"7axc,8r82,7axa","0.837,0.832,0.830",62,62
T093,OADMET-0006520,8r82,1,0.915277541,6.70565844,-8.26547527,0.7066321925322581,0.09839748099542661,"8r82,6bns,1m13","0.915,0.902,0.890",62,62
T094,OADMET-0006519,7axa,1,0.961998165,6.95538092,-7.96045208,0.745511589483871,0.1146069935197679,"7axa,8r81,8r82","0.962,0.930,0.919",62,62
T095,OADMET-0006518,8r81,1,0.967065334,7.62046766,-10.4454136,0.8039692187580644,0.08781239218794369,"8r81,7axa,7n2a","0.967,0.939,0.916",62,62
T096,OADMET-0006517,8svs,1,0.915523291,6.25101233,-8.20048523,0.7068491039516127,0.13693453751988932,"8svs,8svp,8r81","0.916,0.908,0.906",62,62
T097,OADMET-0006516,7n2a,1,0.931102514,7.2330761,-10.4326334,0.6971595969677419,0.14570684857277064,"7n2a,2qnv,5a86","0.931,0.924,0.913",62,62
T098,OADMET-0006515,6dup,1,0.936624289,6.11893654,-8.88488197,0.7527521368225805,0.09605935282075645,"6dup,8svx,8svq","0.937,0.929,0.908",62,62
T099,OADMET-0006514,8svq,1,0.965294778,6.36180687,-9.20151424,0.7662728121451612,0.09906327443040348,"8svq,4x1g,6p2b","0.965,0.954,0.953",62,62
T100,OADMET-0006513,8r81,1,0.96687609,7.22666407,-8.69485188,0.8702698388548389,0.0680813710715616,"8r81,7ax9,8r82","0.967,0.965,0.961",62,62
T101,OADMET-0006512,6xp9,1,0.824997425,6.94659853,-7.83591604,0.5523944439677418,0.09798323873595538,"6xp9,1skx,8szv","0.825,0.780,0.713",62,62
T102,OADMET-0006511,9fzi,1,0.946561515,5.61211538,22.3964272,0.6928964800806452,0.14904089908962162,"9fzi,9fzj,7axd","0.947,0.933,0.913",62,62
T103,OADMET-0006510,7axa,1,0.951041818,5.305336,-9.22935867,0.7192058707741935,0.11889153429898212,"7axa,6tfi,1skx","0.951,0.913,0.910",62,62
T104,OADMET-0006509,8r81,1,0.923055112,7.61734533,-7.55340242,0.6321189033064517,0.13602968565950982,"8r81,8eqz,8r82","0.923,0.885,0.858",62,62
T105,OADMET-0006508,7axc,1,0.939807832,7.08271027,-9.23845959,0.705295247935484,0.1682532501972212,"7axc,6xp9,1m13","0.940,0.910,0.898",62,62
T106,OADMET-0006507,6tfi,1,0.919005454,6.8262825,-8.73338985,0.734927835016129,0.1338659681850651,"6tfi,9fzj,8r81","0.919,0.917,0.912",62,62
T107,OADMET-0006506,8svq,1,0.872938573,6.52349281,-8.48563957,0.6871359958548388,0.10642803785268391,"8svq,3r8d,6dup","0.873,0.847,0.846",62,62
T108,OADMET-0006505,7rio,1,0.923710644,7.17435789,-8.30562305,0.6667907088870968,0.13042551849011833,"7rio,6tfi,4ny9","0.924,0.895,0.883",62,62
T109,OADMET-0006504,7axe,1,0.940777004,6.60879517,-8.43460464,0.7978181031451612,0.09817787465245066,"7axe,1skx,8e3n","0.941,0.936,0.929",62,62
T110,OADMET-0006503,7axd,1,0.965036631,6.77024412,-7.85978031,0.8320259225967742,0.11683200288800172,"7axd,7axf,4x1g","0.965,0.946,0.944",62,62
T111,OADMET-0006502,8r82,1,0.936051309,7.96582747,-9.17176056,0.7120936401774192,0.15813959518624737,"8r82,4x1g,7axf","0.936,0.936,0.935",62,62
T112,OADMET-0006501,8r81,1,0.958077252,7.18823242,-9.22396278,0.778446534,0.10410051023592168,"8r81,8r82,7n2a","0.958,0.915,0.907",62,62
T113,OADMET-0006500,6dup,1,0.962603331,7.38328409,-7.43061876,0.851066474983871,0.081716503961751,"6dup,8eqz,7axb","0.963,0.953,0.952",62,62
T114,OADMET-0006499,1skx,1,0.954065084,6.66045809,-6.4693737,0.7805378634516129,0.11459376440707035,"1skx,8svp,8r81","0.954,0.934,0.931",62,62
T115,OADMET-0006498,8r81,1,0.924022675,6.89198685,-9.17896271,0.7569993935806452,0.0943492730019383,"8r81,8svx,5x0r","0.924,0.897,0.884",62,62
T116,OADMET-0006497,7axa,1,0.84649086,6.06972933,-6.58413696,0.6710678463064518,0.09899299525702414,"7axa,7axf,3hvl","0.846,0.844,0.826",62,62
T117,OADMET-0006496,8svt,1,0.945088267,7.62280226,-8.62535095,0.7888212848064518,0.09272048904268636,"8svt,3r8d,8ch8","0.945,0.942,0.935",62,62
T118,OADMET-0006495,8cct,1,0.912686706,6.53886223,-8.8718853,0.7482991930322581,0.11893065782892684,"8cct,8svo,8cf9","0.913,0.890,0.889",62,62
T119,OADMET-0006494,7riv,1,0.960855782,6.48786354,-8.05222988,0.7970581372419354,0.10026701445643033,"7riv,7axf,5x0r","0.961,0.943,0.938",62,62
T120,OADMET-0006493,8cf9,1,0.894650936,6.61082077,-8.65062428,0.6963072404193549,0.10563444806614981,"8cf9,9fzj,7ax9","0.895,0.882,0.864",62,62
T121,OADMET-0006492,4x1f,1,0.863852918,7.60267496,-9.60297203,0.5510699480000001,0.15766576072056274,"4x1f,7axd,4xhd","0.864,0.827,0.819",62,62
T122,OADMET-0006491,7rio,1,0.811006784,7.18627024,-8.23341084,0.6333272177903225,0.10326773776861344,"7rio,8svp,6bns","0.811,0.802,0.782",62,62
T123,OADMET-0006490,8svq,1,0.897163272,6.36391973,-8.73563194,0.640575430048387,0.1209137985862012,"8svq,8eqz,4ny9","0.897,0.850,0.831",62,62
T124,OADMET-0006489,8svp,1,0.905615032,6.89163017,-8.86197376,0.7324241620806451,0.09426212494768767,"8svp,5x0r,8eqz","0.906,0.905,0.880",62,62
T125,OADMET-0006488,8r81,1,0.951224208,7.25040197,-10.006691,0.8335662022903226,0.09824863461229719,"8r81,7n2a,8cf9","0.951,0.947,0.942",62,62
T126,OADMET-0006487,3r8d,1,0.933361828,6.81387663,-8.69245434,0.7915884943870968,0.11894405886208735,"3r8d,8svs,7axa","0.933,0.932,0.914",62,62
T127,OADMET-0006486,8r82,1,0.881340683,7.06555796,-8.62561226,0.6964825271935485,0.13034509801507121,"8r82,8svo,8svx","0.881,0.880,0.880",62,62
T128,OADMET-0006485,7axc,1,0.845606923,6.83989525,-7.44468021,0.628136294548387,0.13131802943879514,"7axc,1skx,8r82","0.846,0.845,0.832",62,62
T129,OADMET-0006484,8svr,1,0.927137911,6.75817728,-8.7205143,0.738203812967742,0.1380799477169007,"8svr,5x0r,8svt","0.927,0.914,0.911",62,62
T130,OADMET-0006483,5x0r,1,0.9375723,7.08852911,-9.37539482,0.7331557398870967,0.17294180594721828,"5x0r,6bns,1nrl","0.938,0.928,0.923",62,62
T131,OADMET-0006482,8r81,1,0.958155274,7.0575943,-8.82822609,0.7479534485806453,0.13935189859265856,"8r81,8svs,8r82","0.958,0.948,0.923",62,62
T132,OADMET-0006481,9fzj,1,0.867216825,6.47849655,-8.40079212,0.6836403506774194,0.10193072211007727,"9fzj,3hvl,6bns","0.867,0.838,0.829",62,62
T133,OADMET-0006479,7axf,1,0.804217994,6.43439722,-7.18459225,0.5515948678225806,0.127290332077199,"7axf,1skx,8szv","0.804,0.804,0.783",62,62
T134,OADMET-0006478,7axd,1,0.958305657,7.49907303,-9.27385712,0.7501840720967744,0.12986876824092028,"7axd,7rio,6hj2","0.958,0.915,0.903",62,62
T135,OADMET-0006477,8r82,1,0.954846919,7.38758612,-8.74458981,0.7490579678064516,0.12765181363338013,"8r82,7axc,7axf","0.955,0.932,0.925",62,62
T136,OADMET-0006476,6tfi,1,0.948792577,6.63442755,-8.01184273,0.7513354843709678,0.12262321837276381,"6tfi,7axb,8eqz","0.949,0.943,0.933",62,62
T137,OADMET-0006475,5x0r,1,0.932096422,7.22558594,-7.96978426,0.7770732165322582,0.11453165242470151,"5x0r,7ax9,7axf","0.932,0.928,0.917",62,62
T138,OADMET-0006474,8r82,1,0.973268092,6.77259064,-7.83360195,0.7535082900483872,0.15351983200547728,"8r82,5x0r,8cf9","0.973,0.969,0.957",62,62
T139,OADMET-0006472,9fzj,1,0.916898906,7.04812384,-10.3589897,0.6785889273064517,0.14303052659792292,"9fzj,7axa,8svs","0.917,0.897,0.892",62,62
T140,OADMET-0006471,5x0r,1,0.961091518,7.25644922,-9.04098129,0.7552532678387098,0.12594782176178732,"5x0r,6tfi,8svo","0.961,0.956,0.950",62,62
T141,OADMET-0006470,6tfi,1,0.874869227,6.86698198,-10.263464,0.609993626516129,0.1582645127399733,"6tfi,8r81,8cf9","0.875,0.866,0.862",62,62
T142,OADMET-0006469,7axj,1,0.852008045,6.67160797,-7.84224558,0.6136922857903225,0.13876226416758722,"7axj,6xp9,2qnv","0.852,0.848,0.826",62,62
T143,OADMET-0006468,9fzi,1,0.898212433,6.97117424,-8.89029503,0.6783466925645162,0.12119306166793575,"9fzi,9fzj,3hvl","0.898,0.866,0.852",62,62
T144,OADMET-0006467,7ax9,1,0.885195017,7.1915226,-9.78476524,0.6944171103870967,0.12705543219434334,"7ax9,7axb,8r82","0.885,0.876,0.872",62,62
T145,OADMET-0006466,6tfi,1,0.968004346,7.40272188,-10.3478851,0.5824923594354839,0.1676929825456258,"6tfi,9fzi,1nrl","0.968,0.901,0.859",62,62
T146,OADMET-0006465,2qnv,1,0.880129278,6.69952536,-7.00109291,0.673049695516129,0.10541157707759363,"2qnv,7ax9,6nx1","0.880,0.863,0.862",62,62
T147,OADMET-0006464,4x1g,1,0.96367985,6.25576782,-8.51223183,0.7672803479516129,0.11831506737582687,"4x1g,4x1f,3r8d","0.964,0.926,0.918",62,62
T148,OADMET-0006463,8svs,1,0.912618458,5.98813009,-8.38805294,0.7543312994354839,0.08458473288169303,"8svs,5x0r,8e3n","0.913,0.905,0.897",62,62
T149,OADMET-0006462,7ax9,1,0.932571411,6.5167079,-9.27125835,0.714735023935484,0.12164083985212874,"7ax9,7axc,2qnv","0.933,0.918,0.913",62,62
T150,OADMET-0006461,8r81,1,0.954855442,6.95807266,-8.09740829,0.8033261620967741,0.10321680898433162,"8r81,7axe,7axf","0.955,0.936,0.924",62,62
T151,OADMET-0006460,8e3n,1,0.892365098,6.19727707,-7.9812789,0.6428555105645162,0.15614106285462284,"8e3n,8r82,1nrl","0.892,0.890,0.880",62,62
T152,OADMET-0006459,8svq,1,0.984588861,7.06604004,-9.17648029,0.8213214922419355,0.12341051674055425,"8svq,8svo,3r8d","0.985,0.979,0.967",62,62
T153,OADMET-0006458,6dup,1,0.936876178,6.38217592,-8.21733475,0.7007203362096772,0.138249462474956,"6dup,6nx1,7axb","0.937,0.902,0.899",62,62
T154,OADMET-0006457,7axe,1,0.954181135,6.86716652,-9.34280586,0.8354881684516128,0.09164613802043749,"7axe,1nrl,7n2a","0.954,0.952,0.945",62,62
T155,OADMET-0006456,1skx,1,0.919349313,6.52225161,-9.73097038,0.7507869740483871,0.10834196854068076,"1skx,3hvl,9fzj","0.919,0.898,0.889",62,62
T156,OADMET-0006455,7rio,1,0.937299907,6.53593206,-7.20827866,0.7249965869838711,0.09509657152846544,"7rio,8eqz,3hvl","0.937,0.914,0.883",62,62
T157,OADMET-0006454,8fpe,1,0.887237608,7.25881195,-8.66900921,0.5853881408709679,0.13549847335308035,"8fpe,5a86,8szv","0.887,0.833,0.819",62,62
T158,OADMET-0006453,5x0r,1,0.965192914,6.51886225,-9.1952076,0.7545701962258063,0.12936216804527603,"5x0r,8svp,7axd","0.965,0.938,0.936",62,62
T159,OADMET-0006452,3hvl,1,0.931855738,5.89705276,-8.28802967,0.7472196297741936,0.11594661761510065,"3hvl,2qnv,4xhd","0.932,0.917,0.911",62,62
T160,OADMET-0006451,8eqz,1,0.976704061,7.67629671,-9.35380173,0.7539263194516128,0.1733946691128675,"8eqz,3r8d,7axa","0.977,0.965,0.961",62,62
T161,OADMET-0006450,7axc,1,0.910662115,6.35358858,-6.96843052,0.7109798049193548,0.13159325573010697,"7axc,8r81,6xp9","0.911,0.906,0.893",62,62
T162,OADMET-0006449,7ax9,1,0.919247746,6.13506126,-8.13906574,0.6768328567258065,0.16688797603043368,"7ax9,8svp,8e3n","0.919,0.903,0.893",62,62
T163,OADMET-0006448,7axb,1,0.894455791,6.73404884,-10.4277782,0.6370211974193547,0.11728025990140435,"7axb,7n2a,8cf9","0.894,0.872,0.860",62,62
T164,OADMET-0006447,8r81,1,0.864051819,7.71800089,-10.3984318,0.6368813366290323,0.12568713736569573,"8r81,7axa,6hj2","0.864,0.849,0.848",62,62
T165,OADMET-0006446,4xhd,1,0.91627425,6.38329315,-7.6694479,0.7343167700967742,0.10484728182030598,"4xhd,6xp9,8r81","0.916,0.906,0.875",62,62
T166,OADMET-0006445,7axf,1,0.931195557,6.88426924,-8.79001141,0.6194699937580646,0.18790349750053537,"7axf,1skx,8e3n","0.931,0.882,0.880",62,62
T167,OADMET-0006443,7ax9,1,0.895688355,6.92888784,-8.3869276,0.6991801765967742,0.12035620849677543,"7ax9,1skx,4x1f","0.896,0.875,0.873",62,62
T168,OADMET-0006442,8r81,1,0.923483551,6.41985559,-8.17888641,0.7291854283064515,0.12598580855597544,"8r81,7riv,8svr","0.923,0.921,0.918",62,62
T169,OADMET-0006441,4x1g,1,0.935276806,6.41782236,-8.76892281,0.7435081543548387,0.12471536707688131,"4x1g,7axc,4x1f","0.935,0.924,0.903",62,62
T170,OADMET-0006440,4ny9,1,0.976983488,7.37892342,-8.60365963,0.8105481314838707,0.12675650258540117,"4ny9,8cf9,7ax9","0.977,0.964,0.960",62,62
T171,OADMET-0006439,1skx,1,0.947084427,6.53513479,-8.04975033,0.7353498425483872,0.09160322347273245,"1skx,6xp9,8svx","0.947,0.883,0.880",62,62
T172,OADMET-0006438,8r81,1,0.952520192,6.78703547,-9.1865139,0.7778243172419357,0.11459971993998269,"8r81,5x0r,3r8d","0.953,0.949,0.947",62,62
T173,OADMET-0006437,7axd,1,0.970501661,7.87849379,-9.10362816,0.7552988687258064,0.14359908301362512,"7axd,7ax9,7axb","0.971,0.941,0.935",62,62
T174,OADMET-0006436,7axj,1,0.928064048,7.10707235,5.11130714,0.697365856435484,0.11702045531771976,"7axj,4s0t,6hj2","0.928,0.875,0.871",62,62
T175,OADMET-0006435,8e3n,1,0.932084501,6.50060654,-8.87981129,0.6456381578225807,0.11044964627499484,"8e3n,8eqz,8svs","0.932,0.849,0.839",62,62
T176,OADMET-0006434,7axh,1,0.91885674,6.99992895,-9.53115654,0.7452034931451613,0.1206144430119593,"7axh,8svs,1skx","0.919,0.909,0.908",62,62
T177,OADMET-0006433,8eqz,1,0.932133734,7.07405615,-2.99777031,0.6732655325806453,0.1271237411366848,"8eqz,7axb,8svq","0.932,0.866,0.852",62,62
T178,OADMET-0006432,5a86,1,0.906607747,6.36189508,-9.31398582,0.688878914983871,0.10828664094194915,"5a86,8svp,7axc","0.907,0.871,0.857",62,62
T179,OADMET-0006431,5a86,1,0.958540261,6.56783104,-8.68186378,0.7016890865645163,0.14909952304833715,"5a86,1nrl,1skx","0.959,0.937,0.936",62,62
T180,OADMET-0006430,7ax9,1,0.937004983,5.65064192,-7.20327187,0.727556204096774,0.12584574061929016,"7ax9,7axf,4x1f","0.937,0.910,0.907",62,62
T181,OADMET-0006429,6hj2,1,0.919275224,6.6660018,-7.94298077,0.6514438756129032,0.17138104921579003,"6hj2,7axa,5x0r","0.919,0.917,0.913",62,62
T182,OADMET-0006428,8svq,1,0.892224789,6.09581757,-6.54781008,0.709315785532258,0.10857203456179695,"8svq,6bns,7axj","0.892,0.860,0.856",62,62
T183,OADMET-0006427,8r82,1,0.97872287,7.55395842,-8.20444107,0.7584292508387096,0.13336734989703056,"8r82,7axa,6hj2","0.979,0.953,0.949",62,62
T184,OADMET-0006426,8svt,1,0.900982261,7.45217133,-10.0805397,0.5943183754516127,0.1124312406352773,"8svt,8szv,8r81","0.901,0.799,0.776",62,62
T185,OADMET-0006425,6xp9,1,0.91089344,7.72604513,-9.41592598,0.6258986529838712,0.15284831614477704,"6xp9,7axh,6hj2","0.911,0.883,0.872",62,62
T186,OADMET-0006424,6xp9,1,0.931637645,7.36148691,-8.41648006,0.7668333197580645,0.12683060096666454,"6xp9,6dup,8r82","0.932,0.916,0.905",62,62
T187,OADMET-0006423,4ny9,1,0.943727791,6.51614523,-8.58785057,0.7363121696935484,0.135507235542005,"4ny9,3r8d,1nrl","0.944,0.914,0.910",62,62
T188,OADMET-0006422,7axd,1,0.922166765,5.49184465,-7.0078063,0.7133186516774193,0.11352449725502757,"7axd,8svr,5x0r","0.922,0.916,0.916",62,62
T189,OADMET-0006421,3hvl,1,0.912353218,6.81604385,-8.91921329,0.7054270933709678,0.1206735048353428,"3hvl,6hj2,7rio","0.912,0.892,0.887",62,62
T190,OADMET-0006420,7axc,1,0.916870594,6.04159498,-7.74752378,0.7280615491129034,0.13024117108970815,"7axc,6nx1,7axd","0.917,0.908,0.905",62,62
T191,OADMET-0006419,8svx,1,0.90779072,6.07511902,-9.37802601,0.7104266795645161,0.12027194778275474,"8svx,8svo,7axa","0.908,0.875,0.873",62,62
T192,OADMET-0006418,7ax9,1,0.973379374,5.70470572,-7.55937624,0.8304342829193548,0.0970961831939048,"7ax9,1nrl,7n2a","0.973,0.972,0.949",62,62
T193,OADMET-0006417,7axf,1,0.885741889,6.56187439,-7.40514851,0.6914388532419353,0.12631526647835895,"7axf,7axc,8svo","0.886,0.868,0.863",62,62
T194,OADMET-0006416,7axd,1,0.924122155,6.77761459,-6.77697515,0.7401947042419356,0.11658334119310627,"7axd,5x0r,8svs","0.924,0.895,0.890",62,62
T195,OADMET-0006415,7axh,1,0.942155898,6.60438156,-7.51849174,0.7406478052741937,0.14644396339336282,"7axh,7axd,9fzj","0.942,0.926,0.915",62,62
T196,OADMET-0006414,4ny9,1,0.915234089,6.75882101,-9.58567619,0.6639690893709678,0.13333874979869142,"4ny9,8r81,8cf9","0.915,0.900,0.884",62,62
T197,OADMET-0006413,8svp,1,0.957635581,6.56496763,-8.6987648,0.7993057158387099,0.13277797076197603,"8svp,3r8d,8r82","0.958,0.943,0.938",62,62
T198,OADMET-0006412,7axf,1,0.930982471,7.39154959,-7.35007,0.7316199368225809,0.14183383684225298,"7axf,8e3n,6bns","0.931,0.915,0.897",62,62
T199,OADMET-0006411,8svq,1,0.934708714,7.28332663,-8.01418114,0.7659326013225807,0.10057456337026854,"8svq,8svp,8svo","0.935,0.930,0.930",62,62
T200,OADMET-0006410,8szv,1,0.889423549,7.37140894,-8.99953747,0.7196445272580646,0.10581249321248795,"8szv,8eqz,9fzi","0.889,0.887,0.867",62,62
T201,OADMET-0006409,1nrl,1,0.849977911,7.09596872,-8.80322266,0.6156769933387097,0.11739351560229372,"1nrl,6xp9,4s0t","0.850,0.809,0.804",62,62
T202,OADMET-0006408,8svp,1,0.94652158,6.53246689,-8.82233429,0.7445440320806452,0.11223424448844564,"8svp,8svs,5x0r","0.947,0.936,0.916",62,62
T203,OADMET-0006407,5x0r,1,0.891044438,6.91119766,-7.86914206,0.7139419475806451,0.10314387748667851,"5x0r,5a86,8svo","0.891,0.870,0.865",62,62
T204,OADMET-0006406,1skx,1,0.844777703,6.24530411,-6.69090366,0.569803844032258,0.11682074237007176,"1skx,7axh,8svt","0.845,0.808,0.794",62,62
T205,OADMET-0006405,7ax9,1,0.900100708,6.8485775,-7.15282249,0.6525549321774194,0.12633951848911168,"7ax9,7axc,1nrl","0.900,0.851,0.851",62,62
T206,OADMET-0006404,7rio,1,0.978607595,7.11038208,-9.09736443,0.8251888098387095,0.08831900353925058,"7rio,6hj2,8svo","0.979,0.966,0.965",62,62
T207,OADMET-0006401,8r82,1,0.926413119,7.24647284,-8.42333984,0.7580909142580644,0.10508266573666816,"8r82,8r81,7axe","0.926,0.920,0.914",62,62
T208,OADMET-0006400,8r81,1,0.977557361,7.28295517,-9.81411552,0.8049669097580644,0.11722536339614696,"8r81,8r82,5x0r","0.978,0.942,0.933",62,62
T209,OADMET-0006399,7axb,1,0.918023109,7.04887009,-8.79809856,0.7614749459354837,0.119498562272829,"7axb,4s0t,8svt","0.918,0.914,0.914",62,62
T210,OADMET-0006398,8r81,1,0.953866899,7.97178125,-9.19759941,0.7593060760483871,0.1224241344599806,"8r81,8r82,9fzj","0.954,0.950,0.927",62,62
T211,OADMET-0006397,8svs,1,0.875973523,6.92689896,-11.1290379,0.7093023666774194,0.12424002162646225,"8svs,8svr,6hj2","0.876,0.874,0.872",62,62
T212,OADMET-0006396,4ny9,1,0.932233274,6.52032852,-8.19195843,0.7532685048225807,0.10750560240592474,"4ny9,4s0t,7axf","0.932,0.916,0.906",62,62
T213,OADMET-0006395,8r81,1,0.941701591,7.04814482,-8.45612907,0.7103254597903226,0.14281787830604578,"8r81,8r82,6p2b","0.942,0.929,0.897",62,62
T214,OADMET-0006394,7axh,1,0.952136874,6.92376709,-8.44238186,0.8443517915161292,0.07418820250988044,"7axh,5x0r,8svs","0.952,0.951,0.942",62,62
T215,OADMET-0006393,8e3n,1,0.940345168,6.90423393,-9.42385387,0.6943219059032258,0.166415481373619,"8e3n,1skx,7rio","0.940,0.911,0.909",62,62
T216,OADMET-0006392,7riv,1,0.842353046,6.63755751,-7.58649683,0.6452311156935482,0.11271528774592361,"7riv,9fzi,6hj2","0.842,0.832,0.829",62,62
T217,OADMET-0006391,6bns,1,0.937508941,7.11588335,-9.01051331,0.5933025623064516,0.17938131084790657,"6bns,5x0r,8e3n","0.938,0.863,0.860",62,62
T218,OADMET-0006390,1skx,1,0.94400239,7.00311804,-8.09448528,0.7500345384193546,0.11320638750188115,"1skx,7axd,5x0r","0.944,0.903,0.901",62,62
T219,OADMET-0006389,1skx,1,0.892555952,7.61852694,-7.27064228,0.6707751929032258,0.1412855857673191,"1skx,4x1f,5a86","0.893,0.888,0.876",62,62
T220,OADMET-0006388,8f5y,1,0.936884284,8.61988735,-7.90376186,0.8290976669999999,0.0888051721932809,"8f5y,8e3n,7axd","0.937,0.932,0.931",62,62
T221,OADMET-0006386,8fpe,1,0.851918042,7.60684824,-8.47041798,0.6009426348225807,0.12472943007756387,"8fpe,6tfi,1nrl","0.852,0.841,0.815",62,62
T222,OADMET-0006385,1nrl,1,0.934913635,6.49280357,-7.15317869,0.6949724473548388,0.13323193014329057,"1nrl,6hj2,7axc","0.935,0.928,0.922",62,62
T223,OADMET-0006384,6xp9,1,0.89022243,6.96879721,-7.65459061,0.644026116048387,0.10498675622164814,"6xp9,5x0r,8fpe","0.890,0.871,0.860",62,62
T224,OADMET-0006383,7axd,1,0.971709609,6.46773863,-8.84997559,0.7943385310645161,0.09809536612494765,"7axd,7axb,3hvl","0.972,0.965,0.951",62,62
T225,OADMET-0006382,1skx,1,0.917187035,6.55359983,-9.02025604,0.7027741026290324,0.10649635848020025,"1skx,7rio,6hj2","0.917,0.900,0.871",62,62
T226,OADMET-0006381,1skx,1,0.937693775,6.3973012,-7.42632055,0.7481136043064516,0.1249295632084946,"1skx,4xhd,4x1g","0.938,0.926,0.925",62,62
T227,OADMET-0006380,8svq,1,0.891619682,6.50236893,-8.53606033,0.7018907608709677,0.09776635232815362,"8svq,6xp9,8svx","0.892,0.880,0.879",62,62
T228,OADMET-0006379,5a86,1,0.951651394,7.41561508,-8.83065605,0.6949874240483873,0.10753112961631839,"5a86,8r81,6xp9","0.952,0.941,0.882",62,62
T229,OADMET-0006378,7axc,1,0.929671109,6.03583765,-6.94537687,0.7769616429032257,0.09349694691851237,"7axc,7axe,4x1f","0.930,0.911,0.899",62,62
T230,OADMET-0006377,8r82,1,0.905543983,7.56380081,-9.53216934,0.6501389722096774,0.16179246513897688,"8r82,7axf,5x0r","0.906,0.904,0.883",62,62
T231,OADMET-0006375,7axc,1,0.950218379,6.03739309,-7.52673769,0.6944809704677419,0.1421265883252236,"7axc,6p2b,8svp","0.950,0.913,0.902",62,62
T232,OADMET-0006374,8r81,1,0.946500361,6.60189295,-9.09410572,0.7931191949838711,0.10361577912365967,"8r81,6tfi,7axa","0.947,0.943,0.938",62,62
